Candidate,Party,Country,extra info,source_file,source_sheet,source_row
Ander Gil,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1122
Juan Manuel Moreno Bonilla,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1123
Arnaldo Otegi,EH Bildu,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1124
Carles Puigdemont,Junts per Catalunya,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1125
Mónica García,Más Madrid,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1126
Pablo Echenique,Podemos,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1127
Alfonso Serrano,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1128
Miguel Tellado,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1129
Salvador Illa,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1130
José Luis Martínez-Almeida,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1131
Rocío Monasterio,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1132
Olga Viza,None,Spain,Journalist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1133
Anabel Bernal Triviño,None,Spain,Journalist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1134
Jordi Cañas,Citizens,Spain,Ciudadanos,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1135
Esther Gil de Reboleño,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1136
Amparo Folgado Tonda,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1137
Juanfran Pérez,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1138
José Antonio Rovira,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1139
Begoña Gómez,None,Spain,First Lady,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1140
José Ignacio García,Adelante Andalucía,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1141
Alicia García,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1142
Ángel Gaitán,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1143
Daniel Esteve,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1144
Blanca Armario,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1145
Alfonso Rojo,None,Spain,Journalist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1146
Joaquín Bosch,None,Spain,Judge,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1147
Alicia García Rodríguez,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1148
Diego Cañamero,United Left,Spain,IU,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1149
Mónica Oltra,Commitment Coalition,Spain,Compromís,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1150
Joan Baldoví,Commitment Coalition,Spain,Compromís,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1151
Pablo Gómez Perpinyà,Más Madrid,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1152
Cristina Fallarás,None,Spain,Journalist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1153
Rassemblement National,National Rally,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1154
Podemos Andalucía,Podemos,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1155
Fátima Hamed Hossain,Movement for Dignity and Citizenship,Spain,MDyC,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1156
Margarita Robles,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1157
José Manuel García Jurado,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1158
Alejandro Gutiérrez,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1159
Podemos Cieza,Podemos,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1160
Se Acabó La Fiesta,Se Acabó La Fiesta,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1161
Enrique Santiago,United Left,Spain,IU,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1162
Txema Oleaga,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1163
Carla Toscano,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1164
Greens–European Free Alliance,Greens–European Free Alliance,European Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1165
The Left,The Left,European Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1166
Sumar,Sumar,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1167
Podemos Girona,Podemos,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1168
Más Madrid Alcobendas,Más Madrid,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1169
El Gran Wyoming,None,Spain,Comedian,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1170
Cayetana Álvarez de Toledo,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1171
Nicolás Maduro,United Socialist Party of Venezuela,Venezuela,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1172
María Corina Machado,Vente Venezuela,Venezuela,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1173
Luc André Diouf,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1174
Àngels Barceló,None,Spain,Journalist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1175
Ander Nieva,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1176
Más Madrid,Más Madrid,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1177
Carlos Mazón,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1178
Rita Maestre,Más Madrid,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1179
Noelia Núñez,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1180
Podemos,Podemos,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1181
Jaume Duch,European Parliament,Spain,Spokesperson,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1182
Cuca Gamarra,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1183
Mariano Rajoy,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1184
Carlos Tarife,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1185
Juan Espadas,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1186
Sira Rego,United Left,Spain,IU,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1187
José Luis Ábalos,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1188
Juventudes Socialistas,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1189
Gonzalo de Oro-Pulido,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1190
Elizabeth Duval,None,Spain,Writer and Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1191
María Fernández Figaredo,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1192
José Manuel García-Margallo,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1193
Víctor Camino,Más País,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1194
Natalia Chueca,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1195
Mercedes González,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1196
Juan Lobato,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1197
Ester Muñoz,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1198
Javier Negre,None,Spain,Journalist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1199
Emiliano García-Page,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1200
Borja Sémper,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1201
Pablo Pradilla,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1202
Jorge Azcón,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1203
Sanz Vitorio,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1204
Miguel Frontera,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1205
Nicasio Galván,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1206
Pedro Narro,None,Spain,Activist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1207
Miquel Ramos,None,Spain,Journalist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1208
Tomás Guitarte,Teruel Existe,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1209
Partido Animalista Contra el Maltrato Animal (PACMA),PACMA,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1210
Eduardo Delgado,None,Argentina,Pianist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1211
Gustavo Petro,Colombia Humana,Colombia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1212
Giovanni Mori,Fridays for Future,Italy,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1213
Rubén Pulido,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1214
Javier Cárdenas,None,Spain,Journalist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1215
Ángel Expósito,None,Spain,Journalist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1216
Federico Jiménez Losantos,None,Spain,Journalist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1217
Iván Espinosa de los Monteros,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1218
Laura Antonelli,None,Italy,Actress,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1219
Esperanza Aguirre,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1220
Sílvia Orriols,Aliança Catalana,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1221
María José Catalá,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1222
Ana Pontón,Bloque Nacionalista Galego,Spain,BNG,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1223
Carla Antonelli,Spanish Socialist Workers' Party,Spain,PSOE,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1224
Alfonso Rueda,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1225
Rocío De Meer,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1226
Pedro Navarro,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1227
Juan José Sanz Vitorio,People's Party,Spain,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1228
Junts per Catalunya (Junts),Junts per Catalunya,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1229
Kim Jong-un,Workers' Party of Korea,North Korea,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1230
Martin Melin,Liberalerna,Sweden,L,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1231
Lina Nordquist,Liberalerna,Sweden,L,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1232
Marcin Przydacz,Law and Justice,Prawo i Sprawiedliwość (PiS),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1233
Marcelina Zawisza,Left Together,Lewica Razem,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1234
Małgorzata Gromadzka,Civic Coalition,Koalicja Obywatelska (KO),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1235
Zofia Malisz,Left Together,Lewica Razem,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1236
Paulina Matysiak,Left Together,Lewica Razem,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1237
Magdalena Biejat,The Left,Lewica,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1238
Maciej Konieczny,Left Together,Lewica Razem,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1239
Robert Fico,Direction – Social Democracy,Smer – sociálna demokracia (Slovakia),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1240
Anna Zabska,Civic Platform,Platforma Obywatelska (PO),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1241
Paweł Kukiz,Kukiz'15,Kukiz'15,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1242
Leszek Balcerowicz,Civic Platform,Platforma Obywatelska (PO),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1243
Civic Platform,Civic Platform,Platforma Obywatelska (PO),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1244
Urszula Zielińska,The Greens,Partia Zieloni,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1245
Marta Lempart,All-Poland Women's Strike,Ogólnopolski Strajk Kobiet,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1246
Bożena Przyłuska,The Left,Lewica,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1247
Piotr Kraśko,Civic Platform,Platforma Obywatelska (PO),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1248
Jakub Wilk,The Left,Lewica,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1249
Dorota Kolarska,Civic Platform,Platforma Obywatelska (PO),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1250
Lena Kolarska-Bobińska,Civic Platform,Platforma Obywatelska (PO),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1251
Aleksander Kwaśniewski,Democratic Left Alliance,Sojusz Lewicy Demokratycznej (SLD),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1252
Małgorzata Łoboda,Civic Coalition,Koalicja Obywatelska (KO),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1253
Krzysztof Pamuła,Civic Platform,Platforma Obywatelska (PO),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1254
Dariusz Matecki,Law and Justice,Prawo i Sprawiedliwość (PiS),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1255
Krzysztof Czabański,Law and Justice,Prawo i Sprawiedliwość (PiS),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1256
Hanna Gronkiewicz-Waltz,Civic Platform,Platforma Obywatelska (PO),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1257
Izabela Leszczyna,Civic Platform,Platforma Obywatelska (PO),,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1258
Linnea Bengtsso,Left Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1259
Karl Persson,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1260
Jan Emanuel Johansson,Social Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1261
Louise Grabo,Centre Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1262
Denice Westerberg,Sweden Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1263
Richard Jomshof,Sweden Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1264
Chrille,Not publicly known,Not specified,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1265
Per Holmberg,Not publicly known,Not specified,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1266
Katrin Wissing,Green Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1267
Stefan Löfven,Social Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1268
Anders Ygeman,Social Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1269
Jan Björklund,Liberals,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1270
Norman Finkelstein,Not affiliated,United States,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1271
Aida Badeli,Green Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1272
Martina Johansson,Sweden Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1273
Emelie Nyman,Green Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1274
Pär Holmberg,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1275
Julia Sangervo,Green League,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1276
Brian Mast,Republican Party,United States,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1277
Fredrik af Malmborg,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1278
Tomas Eneroth,Social Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1279
Elisabeth Svantesson,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1280
Maria Malmer Stenergard,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1281
Helén Wahlgren,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1282
Klimatallians,Climate Alliance,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1283
Jessica Stegrud,Sweden Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1284
Carolina Gustafsson,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1285
Tobias Baudin,Social Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1286
Mattias Vepsä,Social Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1287
Kommunistiska Partiet Göteborg,Communist Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1288
Alexandra Pascalidou,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1289
Ermin Skoric,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1290
Gustav Johansson,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1291
Miljöpartiet,Green Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1292
Fredrik Kärrholm,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1293
Emanuel Karsten,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1294
So,Not publicly known,Not specified,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1295
Ci James,Not publicly known,Not specified,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1296
Rebecka Le Moine,Green Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1297
The Christian Democrats,Christian Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1298
Alf Svensson,Christian Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1299
The Moderate Youth League,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1300
Carl-Viktor Svensson,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1301
Simona Mohamsson,Sweden Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1302
Alexander Bard,Liberals,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1303
Stefan Sarmes,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1304
Parisa Liljestrand,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1305
Åsa Westlund,Social Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1306
The Centre Party,Centre Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1307
Linda Eskilsson,Green Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1308
Mariya Voyvodova,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1309
Diana Ghafour Feyli,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1310
Peter Persson,Social Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1311
Fredrik Brange,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1312
Moderate Youth League,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1313
Andreas Norlén,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1314
Mattias Karlsson,Sweden Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1315
Grön Ungdom,Green Party,Sweden,Youth Wing,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1316
Romina Pourmokhtari,Liberals,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1317
Richard Nixon,Republican Party,United States,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1318
Conservative Party,Conservative Party,United Kingdom,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1319
Tobias Tobé,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1320
Oliver Rosengren,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1321
Louise Meijer,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1322
Centerpartiet,Centre Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1323
Liberalerna,Liberals,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1324
Jakop Dalunde,Green Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1325
Tilda Lagerhall,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1326
Carl XVI Gustaf,Not affiliated,Sweden,Monarch,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1327
Center Party,Centre Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1328
Daniel Helldén,Green Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1329
Michael Gove,Conservative Party,United Kingdom,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1330
Mikael Damberg,Social Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1331
Julian Assange,Not affiliated,Australia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1332
Social Democrats,Social Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1333
Greens/EFA,Greens/EFA,European Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1334
Emil Eneblad,Not publicly known,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1335
Ulrika Westerlund,Green Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1336
Vänsterpartiet,Left Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1337
The Green Party,Green Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1338
Margrethe Vestager,Social Liberal Party,Denmark,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1339
Lena Hallengren,Social Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1340
European Conservatives and Reformists,ECR,European Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1341
DiEM25,DiEM25,European Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1342
Pat Mandziy,Not publicly known,Not specified,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1343
Johanna Ekman,Finns Party,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1344
Noam Chomsky,Not affiliated,United States,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1345
Luisa Neubauer,Alliance 90/The Greens,Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1346
Alice Weidel,Alternative for Germany,Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1347
