Candidate,Party,Country,extra info,source_file,source_sheet,source_row
Włodzimierz Czarzasty,The Left,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,447
Andrzej Rozenek,Civic Coalition,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,448
Michał Kołodziejczak,Need help,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,449
Yannick Lahti,Others,Finland,Researcher,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,450
Matti Rönkä,Others,Finland,Journalist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,451
Timo Vornanen,Finns Party,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,452
Piia Viitanen,Social Democratic Party of Finland,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,453
Alexander Stubb,National Coalition Party,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,454
Hjallis Harkimo,Movement Now,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,455
Riikka Purra,Finns Party,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,456
YLE,Others,Finland,News/Media,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,457
Iltalehti,Others,Finland,News/Media,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,458
Antti Lindtman,Social Democratic Party of Finland,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,459
Sofia Virta,The Green League,Finland,Finland,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,460
Timo Harakka,Social Democratic Party of Finland,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,461
Anna Kontu,Others,Finland,Researcher,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,462
Nasima Razmyarla,Social Democratic Party of Finland,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,463
Nasima Razmyar,Social Democratic Party of Finland,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,464
Yanis Varoufakis,Decocracy for Europe Movement 2025,-,DiEM25,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,465
Timo Suhonen,Social Democratic Party of Finland,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,466
Clare Daly,IndependentS 4 Change,Ireland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,467
Halla-Aho,Finns Party,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,468
Jussi Halla-aho,Finns Party,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,469
Timo Huhtamäki,Others,Finland,Commerce,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,470
Miina-Anniina Heiskanen,Social Democratic Party of Finland,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,471
Tiktok,Others,-,News/Media,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,472
Max Chandler Mather,Australia Greens,Australia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,473
Juha Huhtala,Freedom Alliance,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,474
Bernie Sanders,Independent,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,475
Antti Kaikkonen,Centre Party,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,476
Ville Niinistö,The Green League,Finland,Finland,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,477
Harry Harkimo,Movement Now,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,478
Päivi Lohikoski,Left Alliance,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,479
Perttu Jussila,Green League,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,480
Lohikoski,Left Alliance,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,481
Valtteri Jussila,Others,Finland,Celebrity,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,482
Aleksanteri Gustafsson,Social Democratic Party of Finland,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,483
Péter Szijjártó,Fidesz – Hungarian Civic Alliance – Christian Democratic People's Party,Hungary,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,484
Mauri Peltokangas,Finns Party,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,485
Jocka Träskbäck,National Coalition Party,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,486
Teijo Makkonen,Finns Party,Finland,Researcher,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,487
Minja Koskela,Left Alliance,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,488
Jessi Jokelainen,Left Alliance,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,489
Krzysztof Bosak,Confederation Liberty and Independence,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,490
Angela Merkel,Christian Democratic Union,Germany,CDU,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,491
Katarzyna Kotula,The Left,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,492
Sławomir Mentzen,Confederation Liberty and Independence,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,493
Konrad Berkowicz,Confederation Liberty and Independence,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,494
Jan Kanthak,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,495
Anna Maria Żukowska,The Left,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,496
Andrzej Lepper,Self-Defence of the Republic of Poland,Poland,Samoobrona,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,497
Katarzyna Pełczyńska-Nałęcz,Third Way,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,498
Joanna Senyszyn,The Left,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,499
Krzysztof Kwiatkowski,Civic Coalition,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,500
Magdalena Filiks,Civic Coalition,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,501
Michał Wójcik,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,502
Marek Belka,The Left,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,503
Dorota Anna Kolarska,Civic Coalition,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,504
Pope John Paul II,Others,Vatican City,Religious Leader,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,505
Barbara Nowacka,Civic Coalition,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,506
Róża Thun,Third Way,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,507
Olaf Scholz,Social Democratic Party,Germany,SPD,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,508
Ryszard Petru,Modern,Poland,Nowoczesna,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,509
Krzysztof Gawkowski,The Left,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,510
Zbigniew Kuźmiuk,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,511
Szymon Hołownia,Third Way,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,512
Mariusz Błaszczak,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,513
Gerhard Schröder,Social Democratic Party,Germany,SPD,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,514
Przemysław Wipler,KORWiN,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,515
Lech Wałęsa,Others,Poland,Former Politicians,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,516
Władysław Kosiniak-Kamysz,Third Way,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,517
Jacek Kurski,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,518
Agnieszka Dziemianowicz-Bąk,The Left,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,519
Dobromir Sośnierz,Confederation Liberty and Independence,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,520
Joanna Kamińska,Civic Coalition,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,521
Danuta Jazłowiecka,Civic Coalition,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,522
Lech Walesa,Others,Poland,Former Politicians,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,523
Koalicja Obwatelska,Civic Coalition,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,524
Jarosław Kaczyński,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,525
Przemysław Czarnek,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,526
Anna Gembicka,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,527
Grzegorz Schetyna,Civic Platform,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,528
Rafał Trzaskowski,Civic Platform,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,529
Mariusz Gosek,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,530
Janusz Kowalski,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,531
Mariusz Krystian,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,532
Piotr Korczarowski,Confederation Liberty and Independence,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,533
Justyna Walker,Normal Country,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,534
Roman Fritz,Confederation Liberty and Independence,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,535
Justyna Krasowicz,Confederation Liberty and Independence,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,536
Jacek Krzysztof Karnowski,Civic Coalition,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,537
Karolina Vidović Krišto,Determination and Justice,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,538
Andrej Plenković,Croatian Democratic Union,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,539
Zoran Milanović,Social Democratic Party of Croatia,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,540
Nino Raspudić,The Bridge,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,541
Katarina Peović,Workers’ Front,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,542
Ivica Todorić,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,543
Ivan Penava,Homeland Movement,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,544
Ivana Kekin,New Left,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,545
Tomislav Tomašević,We Can!,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,546
Vladimir Šeks,Croatian Democratic Union,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,547
Dalija Orešković,Party with a First and Last Name,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,548
Josip Broz Tito,Communist Party of Yugoslavia,Yugoslavia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,549
Ivan Kukavica,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,550
Marin Miletić,The Bridge,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,551
Sandra Benčić,We Can!,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,552
Dalibor Domitrović,Social Democratic Party of Croatia,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,553
Aleksandar Vučić,Serbian Progressive Party,Serbia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,554
Predrag Fred Matić,Social Democratic Party of Croatia,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,555
Ivica Kukavica,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,556
Lovro Lukavečki,Social Democratic Party of Croatia,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,557
Jelena Miloš,Workers’ Front,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,558
Stipo Mlinarić,Homeland Movement,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,559
Nikola Grmoja,The Bridge,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,560
Milorad Dodik,Alliance of Independent Social Democrats,Bosnia and Herzegovina,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,561
Ive Ćaleta-Car,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,562
Gordan Jandroković,Croatian Democratic Union,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,563
Mario Banožić,Croatian Democratic Union,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,564
Mario Radić,Homeland Movement,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,565
Enio Meštrović,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,566
Milorad Pupovac,Independent Democratic Serb Party,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,567
Josip Jurčević,Homeland Movement,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,568
Marijana Puljak,Centre,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,569
Dario Zurovec,Focus,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,570
Bojan Glavašević,We Can!,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,571
Daniel Vukelja,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,572
Damir Habijan,Croatian Democratic Union,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,573
Peđa Grbin,Social Democratic Party of Croatia,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,574
Ivan Klarić,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,575
Vili Beroš,Croatian Democratic Union,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,576
Božo Petrov,The Bridge,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,577
Josip Dabro,Homeland Movement,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,578
Piers Morgan,Others,UK,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,579
Denis Bećirović,Social Democratic Party of Bosnia and Herzegovina,Bosnia and Herzegovina,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,580
Marko Primorac,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,581
Boris Malagurski,Others,Serbia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,582
Carla Denyer,Green Party,UK,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,583
Dobroslav Paraga,Croatian Party of Rights,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,584
Greta Thunberg,Others,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,585
Igor Peternel,Homeland Movement,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,586
Bas Eickhout,The Greens,Netherlands,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,587
Geert Wilders,Party for Freedom,Netherlands,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,588
Nebojša Vukanović,Others,Bosnia and Herzegovina,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,589
Bjorn Hocke,Alternative for Germany,Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,590
Lloyd Austin,Others,USA,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,591
Ivana Mujkić,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,592
Jens Stoltenberg,Others,Norway,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,593
Dong Jun,Others,China,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,594
Adrian Ramsay,Green Party,UK,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,595
Susan Sarandon,Others,USA,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,596
Alma Dufour,La France Insoumise,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,597
Pedro Sanches,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,598
Javier Milei,La Libertad Avanza,Argentina,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,599
Željko Jovanović,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,600
Urša Raukar-Gamulin,We Can!,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,601
Mirela Ahmetović,Social Democratic Party of Croatia,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,602
Ivančica Pahor,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,603
Peter Szijjarto,Fidesz,Hungary,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,604
Sergey Lavrov,Others,Russia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,605
Miriam Margolyes,Others,UK,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,606
Matt Carthy,Sinn Féin,Ireland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,607
Dorotea Strelec,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,608
Ivan Šipić,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,609
Eva Vlaardingerbroek,Others,Netherlands,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,610
Jimmy Fallon,Others,USA,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,611
Malala Yousafzai,Others,Pakistan,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,612
Nicolas Schmit,Luxembourg Socialist Workers' Party,Luxembourg,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,613
Jill Ellen Stein,Green Party of the United States,USA,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,614
Dubravka Šuica,Croatian Democratic Union,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,615
Davor Dretar,Homeland Movement,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,616
Jeremy Corbyn,Labour Party,UK,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,617
Valter Flego,Istrian Democratic Assembly,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,618
Tomislav Josić,Homeland Movement,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,619
Miro Bulj,The Bridge,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,620
Miroslav Radačovský,Slovak National Party,Slovakia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,621
Roberta Metsola,Nationalist Party,Malta,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,622
Ljubo Ćesić,Pulse of Croatia,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,623
Kevin Spacey,Others,USA,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,624
Alexandria Ocasio-Cortez,Democratic Party,USA,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,625
Marija Selak Raspudić,The Bridge,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,626
Marko Milanović Litre,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,627
Walter Baier,Communist Party of Austria,Austria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,628
Anthony Blinken,Democratic Party,USA,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,629
Justin Trudeau,Liberal Party of Canada,Canada,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,630
Nigel Farage,Reform UK,UK,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,631
Nina Škocak,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,632
Ava Karabatić,Stranka Ivana Pernara,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,633
Christine Madeleine Odette Lagarde,Others,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,634
Jelena Dolenec,Others,Others,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,635
Luka Korlaet,We Can!,Others,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,636
Caroline Lucas,Green Party,UK,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,637
Jill Stein,Green Party of the United States,USA,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,638
Natalie Bennett,Green Party,Australia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,639
Robert Habeck,Alliance 90/The Greens,Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,640
Mato Lukic,Others,Others,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,641
Nina Skočak,Others,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,642
Mislav Kolakušić,Law and Justice,Croatia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,643
Jean-Luc Mélenchon,La France Insoumise,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,644
Papacito,Others,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,645
Julien Odoul,National Rally,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,646
Manuel Valls,Renaissance,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,647
Jean Lassalle,Résistons!,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,648
Lionel Jospin,Socialist Party,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,649
Jean-Marc Jancovici,Others,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,650
Bruno Le Maire,Renaissance,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,651
Nicolas Sarkozy,The Republicans,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,652
Prisca Thevenot,Renaissance,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,653
David Guiraud,La France Insoumise,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,654
Yaël Braun-Pivet,Renaissance,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,655
Olivier Faure,Socialist Party,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,656
Léon Defontaine,Others,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,657
François Asselineau,Popular Republican Union,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,658
Manuel Bompard,La France Insoumise,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,659
Frédéric Maillot,For Réunion,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,660
Marc Botenga,Workers’ Party of Belgium,Belgium,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,661
Louis Boyard,La France Insoumise,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,662
Charles Consigny,The Republicans,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,663
Florian Philippot,The Patriots,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,664
Julien Rochedy,Others,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,665
François Hollande,Socialist Party,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,666
Jacques Attali,Others,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,667
Aymeric Caron,Ecological Revolution for the Living,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,668
Meyer Habib,The Republicans,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,669
Éric Zemmour,Reconquête,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,670
Sandrine Rousseau,The Ecologists,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,671
Marion Maréchal Le Pen,Identity–Freedoms,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,672
Stanislas Rigault,Reconquête,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,673
Jean-Marie Le Pen,Comités Jeanne,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,674
Jimmie Åkesson,Sweden Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,675
Magdalena Andersson,Swedish Social Democratic Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,676
Nooshi Dadgostar,Left Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,677
Maria Rosander,Sweden Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,678
Tobias Andersson,Sweden Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,679
Rebecka Rapp,Sweden Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,680
